
59710
Backend TkAgg is interactive backend. Turning interactive mode on.
Epoch 0 / 2 | /home/jayaram/research/research_tracks/table_top_rearragement/test_diffusion_planning/logs/maze2d-large-v1/diffusion
0:   9.7431  | t:   1.7125
one batch val time: 0.1668250560760498
one batch val time: 0.15262866020202637
one batch val time: 0.1522505283355713
one batch val time: 0.1510934829711914
one batch val time: 0.16547083854675293
one batch val time: 0.15207433700561523
one batch val time: 0.15183472633361816
one batch val time: 0.1516740322113037
one batch val time: 0.16714024543762207
one batch val time: 0.15201711654663086
one batch val time: 0.1527717113494873
one batch val time: 0.15062355995178223
one batch val time: 0.1675117015838623
one batch val time: 0.1521468162536621
one batch val time: 0.1526327133178711
one batch val time: 0.15068459510803223
one batch val time: 0.1665782928466797
one batch val time: 0.1519920825958252
one batch val time: 0.15151023864746094
one batch val time: 0.1513526439666748
one batch val time: 0.17036676406860352
one batch val time: 0.15536141395568848
one batch val time: 0.15472912788391113
one batch val time: 0.15417242050170898
one batch val time: 0.17067575454711914
one batch val time: 0.15545415878295898
one batch val time: 0.15533185005187988
one batch val time: 0.1545250415802002
one batch val time: 0.1699366569519043
one batch val time: 0.15487360954284668
one batch val time: 0.15468478202819824
one batch val time: 0.15449762344360352
one batch val time: 0.16824984550476074
one batch val time: 0.15470552444458008
one batch val time: 0.15517735481262207
one batch val time: 0.15390348434448242
one batch val time: 0.17112445831298828
one batch val time: 0.154771089553833
one batch val time: 0.15501785278320312
one batch val time: 0.15428924560546875
one batch val time: 0.17095088958740234
one batch val time: 0.1556234359741211
one batch val time: 0.155226469039917
one batch val time: 0.15378332138061523
one batch val time: 0.16963791847229004
one batch val time: 0.1550281047821045
one batch val time: 0.15460205078125
one batch val time: 0.15349698066711426
one batch val time: 0.16999316215515137
one batch val time: 0.15499305725097656
one batch val time: 0.15514755249023438
one batch val time: 0.15404367446899414
one batch val time: 0.17026615142822266
one batch val time: 0.15510034561157227
one batch val time: 0.15508651733398438
one batch val time: 0.1545565128326416
one batch val time: 0.16923856735229492
one batch val time: 0.15490388870239258
one batch val time: 0.15463566780090332
one batch val time: 0.15380024909973145
one batch val time: 0.17060327529907227
one batch val time: 0.15509986877441406
one batch val time: 0.15484309196472168
one batch val time: 0.15444064140319824
one batch val time: 0.17016077041625977
one batch val time: 0.1553328037261963
one batch val time: 0.1549079418182373
one batch val time: 0.15369200706481934
one batch val time: 0.169203519821167
one batch val time: 0.15528154373168945
one batch val time: 0.15502452850341797
one batch val time: 0.15395832061767578
one batch val time: 0.17093920707702637
one batch val time: 0.15488338470458984
one batch val time: 0.15494823455810547
one batch val time: 0.1541445255279541
one batch val time: 0.17037701606750488
one batch val time: 0.15583324432373047
one batch val time: 0.15542006492614746
one batch val time: 0.15354108810424805
one batch val time: 0.1698911190032959
one batch val time: 0.15469884872436523
one batch val time: 0.1547698974609375
one batch val time: 0.15340757369995117
one batch val time: 0.1710202693939209
one batch val time: 0.15518951416015625
one batch val time: 0.15479302406311035
one batch val time: 0.15374350547790527
one batch val time: 0.17068719863891602
one batch val time: 0.15521645545959473
one batch val time: 0.15500497817993164
one batch val time: 0.15402531623840332
one batch val time: 0.16977620124816895
one batch val time: 0.15503740310668945
one batch val time: 0.15505433082580566
one batch val time: 0.15395522117614746
one batch val time: 0.1699984073638916
one batch val time: 0.15474867820739746
one batch val time: 0.15462684631347656
one batch val time: 0.15406394004821777
one batch val time: 0.17037081718444824
one batch val time: 0.15483927726745605
one batch val time: 0.15488791465759277
one batch val time: 0.15421676635742188
one batch val time: 0.17032098770141602
one batch val time: 0.1552143096923828
one batch val time: 0.15472674369812012
one batch val time: 0.15389084815979004
one batch val time: 0.16964435577392578
one batch val time: 0.15462303161621094
one batch val time: 0.1552903652191162
one batch val time: 0.15461325645446777
one batch val time: 0.1710348129272461
one batch val time: 0.15489435195922852
one batch val time: 0.15535426139831543
one batch val time: 0.15396499633789062
one batch val time: 0.17019867897033691
one batch val time: 0.15517520904541016
one batch val time: 0.15508198738098145
one batch val time: 0.15378022193908691
one batch val time: 0.1690840721130371
one batch val time: 0.15519237518310547
one batch val time: 0.1548779010772705
one batch val time: 0.15391135215759277
one batch val time: 0.1691446304321289
one batch val time: 0.15532255172729492
one batch val time: 0.1551196575164795
one batch val time: 0.1538705825805664
one batch val time: 0.17057394981384277
one batch val time: 0.15499424934387207
one batch val time: 0.1551225185394287
one batch val time: 0.15401196479797363
one batch val time: 0.1687304973602295
one batch val time: 0.15482187271118164
one batch val time: 0.1551375389099121
one batch val time: 0.1536705493927002
one batch val time: 0.17104768753051758
one batch val time: 0.15509986877441406
one batch val time: 0.15574097633361816
one batch val time: 0.15413999557495117
one batch val time: 0.17047905921936035
one batch val time: 0.155928373336792
one batch val time: 0.15476274490356445
one batch val time: 0.15370416641235352
one batch val time: 0.1694948673248291
one batch val time: 0.15486431121826172
one batch val time: 0.15506339073181152
one batch val time: 0.15340304374694824
one batch val time: 0.17034626007080078
one batch val time: 0.1553363800048828
one batch val time: 0.15538358688354492
one batch val time: 0.15474176406860352
one batch val time: 0.17010903358459473
one batch val time: 0.1549539566040039
one batch val time: 0.15488243103027344
one batch val time: 0.1561896800994873
one batch val time: 0.16987967491149902
one batch val time: 0.15594482421875
one batch val time: 0.15468239784240723
one batch val time: 0.1539592742919922
one batch val time: 0.17066264152526855
one batch val time: 0.15497374534606934
one batch val time: 0.15490126609802246
one batch val time: 0.1537947654724121
one batch val time: 0.17091608047485352
one batch val time: 0.15533781051635742
one batch val time: 0.15459680557250977
one batch val time: 0.15376973152160645
one batch val time: 0.1705939769744873
one batch val time: 0.1549396514892578
one batch val time: 0.15547442436218262
one batch val time: 0.15426111221313477
one batch val time: 0.170379638671875
one batch val time: 0.15500569343566895
one batch val time: 0.15449094772338867
one batch val time: 0.1540696620941162
one batch val time: 0.16997408866882324
one batch val time: 0.15476512908935547
one batch val time: 0.15479516983032227
one batch val time: 0.15395164489746094
one batch val time: 0.17091608047485352
one batch val time: 0.1551074981689453
one batch val time: 0.15506196022033691
one batch val time: 0.1540379524230957
one batch val time: 0.16971755027770996
one batch val time: 0.1548004150390625
one batch val time: 0.1549396514892578
one batch val time: 0.1542513370513916
one batch val time: 0.16970348358154297
one batch val time: 0.15491437911987305
one batch val time: 0.15477585792541504
one batch val time: 0.15344882011413574
one batch val time: 0.17042326927185059
one batch val time: 0.15543365478515625
one batch val time: 0.1562488079071045
one batch val time: 0.154066801071167
one batch val time: 0.17053866386413574
one batch val time: 0.15516304969787598
one batch val time: 0.15549492835998535
one batch val time: 0.1539909839630127
one batch val time: 0.17128443717956543
one batch val time: 0.1551053524017334
one batch val time: 0.15490102767944336
one batch val time: 0.1536402702331543
one batch val time: 0.17058420181274414
one batch val time: 0.15564894676208496
one batch val time: 0.15540719032287598
one batch val time: 0.15405535697937012
one batch val time: 0.16914939880371094
one batch val time: 0.15462946891784668
one batch val time: 0.154829740524292
one batch val time: 0.15404558181762695
one batch val time: 0.17110037803649902
one batch val time: 0.1550149917602539
one batch val time: 0.15518951416015625
one batch val time: 0.15375041961669922
one batch val time: 0.17044544219970703
one batch val time: 0.07848453521728516
Validation Loss: 7.8583, Epoch: 0
Epoch 1 / 2 | /home/jayaram/research/research_tracks/table_top_rearragement/test_diffusion_planning/logs/maze2d-large-v1/diffusion
200:   7.7761  | t:   0.8777
300:   7.3799  | t:  87.9281
[ utils/training ] Saved model to /home/jayaram/research/NLP_course_papers_and_content/Assignments/Assign_1/logs/NNLM/state_1.pt
one batch val time: 0.14048480987548828
one batch val time: 0.13944244384765625
one batch val time: 0.15364623069763184
one batch val time: 0.13941574096679688
one batch val time: 0.13950181007385254
one batch val time: 0.13769078254699707
one batch val time: 0.15571999549865723
one batch val time: 0.13938236236572266
one batch val time: 0.13893556594848633
one batch val time: 0.13808941841125488
one batch val time: 0.15520763397216797
one batch val time: 0.13875985145568848
one batch val time: 0.13838720321655273
one batch val time: 0.1385507583618164
one batch val time: 0.15530014038085938
one batch val time: 0.13905763626098633
one batch val time: 0.13858294486999512
one batch val time: 0.1384437084197998
one batch val time: 0.15552163124084473
one batch val time: 0.1399540901184082
one batch val time: 0.14110898971557617
one batch val time: 0.141859769821167
one batch val time: 0.16038203239440918
one batch val time: 0.1443324089050293
one batch val time: 0.14498257637023926
one batch val time: 0.14341139793395996
one batch val time: 0.16051936149597168
one batch val time: 0.14524126052856445
one batch val time: 0.14505529403686523
one batch val time: 0.14374542236328125
one batch val time: 0.16012358665466309
one batch val time: 0.14480066299438477
one batch val time: 0.14636707305908203
one batch val time: 0.14606451988220215
one batch val time: 0.16287517547607422
one batch val time: 0.14687538146972656
one batch val time: 0.14940714836120605
one batch val time: 0.14977741241455078
one batch val time: 0.16595840454101562
one batch val time: 0.1499800682067871
one batch val time: 0.1500411033630371
one batch val time: 0.14892148971557617
one batch val time: 0.1676497459411621
one batch val time: 0.1521618366241455
one batch val time: 0.1514570713043213
one batch val time: 0.1510298252105713
one batch val time: 0.16585612297058105
one batch val time: 0.15170931816101074
one batch val time: 0.15188145637512207
one batch val time: 0.15111017227172852
one batch val time: 0.16771626472473145
one batch val time: 0.15220928192138672
one batch val time: 0.15243268013000488
one batch val time: 0.15078186988830566
one batch val time: 0.1672675609588623
one batch val time: 0.1518702507019043
one batch val time: 0.15212702751159668
one batch val time: 0.15078520774841309
one batch val time: 0.16716408729553223
one batch val time: 0.1522965431213379
one batch val time: 0.15147042274475098
one batch val time: 0.15057730674743652
one batch val time: 0.1703662872314453
one batch val time: 0.1555473804473877
one batch val time: 0.1546792984008789
one batch val time: 0.15441131591796875
one batch val time: 0.16933941841125488
one batch val time: 0.15486478805541992
one batch val time: 0.1544487476348877
one batch val time: 0.15372323989868164
one batch val time: 0.16998863220214844
one batch val time: 0.15524029731750488
one batch val time: 0.15473675727844238
one batch val time: 0.15449070930480957
one batch val time: 0.16965937614440918
one batch val time: 0.15439915657043457
one batch val time: 0.15464544296264648
one batch val time: 0.15404605865478516
one batch val time: 0.17055463790893555
one batch val time: 0.15511846542358398
one batch val time: 0.15480661392211914
one batch val time: 0.1535496711730957
one batch val time: 0.17036771774291992
one batch val time: 0.15551972389221191
one batch val time: 0.15516304969787598
one batch val time: 0.15387225151062012
one batch val time: 0.16990113258361816
one batch val time: 0.15488934516906738
one batch val time: 0.1549994945526123
one batch val time: 0.1544640064239502
one batch val time: 0.17064785957336426
one batch val time: 0.1550137996673584
one batch val time: 0.15462279319763184
one batch val time: 0.1541917324066162
one batch val time: 0.1703660488128662
one batch val time: 0.15528225898742676
one batch val time: 0.15486931800842285
one batch val time: 0.1541440486907959
one batch val time: 0.1689133644104004
one batch val time: 0.1563560962677002
one batch val time: 0.15514612197875977
one batch val time: 0.15394186973571777
one batch val time: 0.17047762870788574
one batch val time: 0.1546339988708496
one batch val time: 0.15471386909484863
one batch val time: 0.15399932861328125
one batch val time: 0.1705794334411621
one batch val time: 0.15473318099975586
one batch val time: 0.15485787391662598
one batch val time: 0.15404915809631348
one batch val time: 0.16931676864624023
one batch val time: 0.154921293258667
one batch val time: 0.1548018455505371
one batch val time: 0.15368866920471191
one batch val time: 0.1708214282989502
one batch val time: 0.15506339073181152
one batch val time: 0.15427136421203613
one batch val time: 0.15342259407043457
one batch val time: 0.17061161994934082
one batch val time: 0.1551685333251953
one batch val time: 0.15505695343017578
one batch val time: 0.15357136726379395
one batch val time: 0.16992926597595215
one batch val time: 0.15504121780395508
one batch val time: 0.15444350242614746
one batch val time: 0.1545124053955078
one batch val time: 0.17321181297302246
one batch val time: 0.1555948257446289
one batch val time: 0.15508651733398438
one batch val time: 0.15367579460144043
one batch val time: 0.17052817344665527
one batch val time: 0.1549522876739502
one batch val time: 0.1545543670654297
one batch val time: 0.15436697006225586
one batch val time: 0.1705160140991211
one batch val time: 0.15474486351013184
one batch val time: 0.1573941707611084
one batch val time: 0.15746235847473145
one batch val time: 0.17401885986328125
one batch val time: 0.15847373008728027
one batch val time: 0.15864992141723633
one batch val time: 0.15684294700622559
one batch val time: 0.17328858375549316
one batch val time: 0.1585698127746582
one batch val time: 0.1583418846130371
one batch val time: 0.15724682807922363
one batch val time: 0.17353153228759766
one batch val time: 0.15857148170471191
one batch val time: 0.1577775478363037
one batch val time: 0.15709304809570312
one batch val time: 0.17373132705688477
one batch val time: 0.1576244831085205
one batch val time: 0.1583702564239502
one batch val time: 0.15769052505493164
one batch val time: 0.17313265800476074
one batch val time: 0.15750360488891602
one batch val time: 0.15796327590942383
one batch val time: 0.157149076461792
one batch val time: 0.17274737358093262
one batch val time: 0.15836811065673828
one batch val time: 0.15857291221618652
one batch val time: 0.15770816802978516
one batch val time: 0.1732349395751953
one batch val time: 0.15807127952575684
one batch val time: 0.15797114372253418
one batch val time: 0.15735578536987305
one batch val time: 0.17732787132263184
one batch val time: 0.15919733047485352
one batch val time: 0.15835142135620117
one batch val time: 0.15727758407592773
one batch val time: 0.17324137687683105
one batch val time: 0.15829753875732422
one batch val time: 0.15813016891479492
one batch val time: 0.15738129615783691
one batch val time: 0.17304468154907227
one batch val time: 0.15788507461547852
one batch val time: 0.15785455703735352
one batch val time: 0.15749549865722656
one batch val time: 0.17392420768737793
one batch val time: 0.15815091133117676
one batch val time: 0.16000151634216309
one batch val time: 0.15735435485839844
one batch val time: 0.17302203178405762
one batch val time: 0.1583845615386963
one batch val time: 0.15834808349609375
one batch val time: 0.157515287399292
one batch val time: 0.17325925827026367
one batch val time: 0.1589677333831787
one batch val time: 0.15769505500793457
one batch val time: 0.15704655647277832
one batch val time: 0.17349696159362793
one batch val time: 0.15813803672790527
one batch val time: 0.1577472686767578
one batch val time: 0.1570734977722168
one batch val time: 0.17255949974060059
one batch val time: 0.15878868103027344
one batch val time: 0.1580958366394043
one batch val time: 0.15709805488586426
one batch val time: 0.17384839057922363
one batch val time: 0.15822601318359375
one batch val time: 0.15779328346252441
one batch val time: 0.15715885162353516
one batch val time: 0.1737809181213379
one batch val time: 0.15746712684631348
one batch val time: 0.15764188766479492
one batch val time: 0.15688323974609375
one batch val time: 0.1717376708984375
one batch val time: 0.15798306465148926
one batch val time: 0.15784764289855957
one batch val time: 0.15659499168395996
one batch val time: 0.17391514778137207
one batch val time: 0.1580960750579834
one batch val time: 0.15785431861877441
one batch val time: 0.15697884559631348
one batch val time: 0.17378902435302734
one batch val time: 0.1581721305847168
one batch val time: 0.1577167510986328
one batch val time: 0.15815520286560059
one batch val time: 0.17055821418762207
one batch val time: 0.15877819061279297
one batch val time: 0.1583859920501709
one batch val time: 0.15744996070861816
one batch val time: 0.17412209510803223
one batch val time: 0.15837883949279785
one batch val time: 0.15840721130371094
one batch val time: 0.15751314163208008
one batch val time: 0.1735553741455078
one batch val time: 0.15934109687805176
one batch val time: 0.15836334228515625
one batch val time: 0.15695953369140625
one batch val time: 0.1720569133758545
one batch val time: 0.15807819366455078
one batch val time: 0.15784072875976562
one batch val time: 0.15722942352294922
one batch val time: 0.17409181594848633
one batch val time: 0.15805983543395996
one batch val time: 0.15781354904174805
one batch val time: 0.15744638442993164
one batch val time: 0.17360901832580566
one batch val time: 0.15800142288208008
one batch val time: 0.15819144248962402
one batch val time: 0.15734243392944336
one batch val time: 0.17224836349487305
one batch val time: 0.15797781944274902
one batch val time: 0.1579420566558838
one batch val time: 0.15684032440185547
one batch val time: 0.17374682426452637
one batch val time: 0.15827274322509766
one batch val time: 0.15823912620544434
one batch val time: 0.15744972229003906
one batch val time: 0.17343688011169434
one batch val time: 0.15816998481750488
one batch val time: 0.15769052505493164
one batch val time: 0.157332181930542
one batch val time: 0.1724562644958496
one batch val time: 0.15824365615844727
one batch val time: 0.15793442726135254
one batch val time: 0.15735220909118652
one batch val time: 0.1729905605316162
one batch val time: 0.15818524360656738
one batch val time: 0.1577751636505127
one batch val time: 0.1570594310760498
one batch val time: 0.17386078834533691
one batch val time: 0.15813851356506348
one batch val time: 0.1578083038330078
one batch val time: 0.15692949295043945
one batch val time: 0.17287206649780273
one batch val time: 0.15812015533447266
one batch val time: 0.15778207778930664
one batch val time: 0.1569671630859375
one batch val time: 0.1742262840270996
one batch val time: 0.15818214416503906
one batch val time: 0.15788912773132324
one batch val time: 0.15716814994812012
one batch val time: 0.17330217361450195
one batch val time: 0.1579744815826416
one batch val time: 0.15807008743286133
one batch val time: 0.1569221019744873
one batch val time: 0.1710338592529297
one batch val time: 0.15856552124023438
one batch val time: 0.15785574913024902
one batch val time: 0.15714478492736816
one batch val time: 0.1735398769378662
one batch val time: 0.1582353115081787
one batch val time: 0.1577773094177246
one batch val time: 0.15694141387939453
one batch val time: 0.17372941970825195
one batch val time: 0.15863656997680664
one batch val time: 0.1583867073059082
one batch val time: 0.15697026252746582
one batch val time: 0.17266464233398438
one batch val time: 0.15842056274414062
one batch val time: 0.157867431640625
one batch val time: 0.15718555450439453
one batch val time: 0.17328619956970215
one batch val time: 0.15802311897277832
one batch val time: 0.1583118438720703
one batch val time: 0.1567842960357666
one batch val time: 0.1735823154449463
one batch val time: 0.158369779586792
one batch val time: 0.1578068733215332
one batch val time: 0.15714120864868164
one batch val time: 0.17296862602233887
one batch val time: 0.15810585021972656
one batch val time: 0.15804123878479004
one batch val time: 0.15735840797424316
one batch val time: 0.17359352111816406
one batch val time: 0.15827417373657227
one batch val time: 0.1585390567779541
one batch val time: 0.15732288360595703
one batch val time: 0.1732027530670166
one batch val time: 0.1584019660949707
one batch val time: 0.15814471244812012
one batch val time: 0.0786285400390625
Validation Loss: 7.2711, Epoch: 1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Done.
Total training time: 446.2522644996643 seconds.
